"Path","Key","Value"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Logon options","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1A00"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Logon options","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1A00"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable MIME Sniffing","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2100"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable MIME Sniffing","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2100"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable dragging of content from different domains within a window","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2708"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable dragging of content from different domains within a window","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2708"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable dragging of content from different domains across windows","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2709"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Enable dragging of content from different domains across windows","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2709"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Navigate windows and frames across different domains","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1607"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Navigate windows and frames across different domains","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1607"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Do not prompt for client certificate selection when no certificates or only one certificate exists.","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1A04"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Do not prompt for client certificate selection when no certificates or only one certificate exists.","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1A04"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Automatic prompting for ActiveX controls","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2201"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Automatic prompting for ActiveX controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2201"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Automatic prompting for file downloads","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2200"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Automatic prompting for file downloads","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2200"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run ActiveX controls and plugins","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1200"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run ActiveX controls and plugins","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1200"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Script ActiveX controls marked safe for scripting","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1405"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Script ActiveX controls marked safe for scripting","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1405"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Don't run antimalware programs against ActiveX controls","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","270C"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Don't run antimalware programs against ActiveX controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","270C"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Initialize and script ActiveX controls not marked as safe","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1201"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Initialize and script ActiveX controls not marked as safe","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1201"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Scripting of Java applets","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1402"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Scripting of Java applets","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1402"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run .NET Framework-reliant components signed with Authenticode","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2001"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run .NET Framework-reliant components signed with Authenticode","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2001"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Software channel permissions","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1E05"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Software channel permissions","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1E05"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Submit non-encrypted form data","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1601"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Submit non-encrypted form data","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1601"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run .NET Framework-reliant components not signed with Authenticode","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2004"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Run .NET Framework-reliant components not signed with Authenticode","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2004"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Userdata persistence","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1606"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Userdata persistence","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","1606"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow script-initiated windows without size or position constraints","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2102"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow script-initiated windows without size or position constraints","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2102"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Web sites in less privileged Web content zones can navigate into this zone","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2101"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Web sites in less privileged Web content zones can navigate into this zone","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","2101"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow VBScript to run in Internet Explorer","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","140C"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow VBScript to run in Internet Explorer","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4","140C"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all local (intranet) sites not listed in other zones","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","IntranetName"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all local (intranet) sites not listed in other zones","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","IntranetName"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on certificate address mismatch warning","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","WarnOnBadCertRecving"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on certificate address mismatch warning","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","WarnOnBadCertRecving"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Lockdown Settings\Template Policies","InternetZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Lockdown Settings\Template Policies","InternetZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Template Policies","InternetZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Template Policies","InternetZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Intranet Lockdown Settings\Template Policies","IntranetZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Intranet Lockdown Settings\Template Policies","IntranetZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Intranet Settings\Template Policies","IntranetZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Intranet Settings\Template Policies","IntranetZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Local Machine Zone Lockdown Settings\Template Policies","LocalMachineZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Local Machine Zone Lockdown Settings\Template Policies","LocalMachineZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Local Machine Zone Settings\Template Policies","LocalMachineZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Local Machine Zone Settings\Template Policies","LocalMachineZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Restricted Sites Lockdown Settings\Template Policies","RestrictedSitesZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Restricted Sites Lockdown Settings\Template Policies","RestrictedSitesZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Restricted Sites Settings\Template Policies","RestrictedSitesZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Restricted Sites Settings\Template Policies","RestrictedSitesZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Trusted Sites Lockdown Settings\Template Policies","TrustedSitesZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Trusted Sites Lockdown Settings\Template Policies","TrustedSitesZoneLockdownTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone Template","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Trusted Sites Settings\Template Policies","TrustedSitesZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone Template","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Trusted Sites Settings\Template Policies","TrustedSitesZoneTemplate"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all sites that bypass the proxy server","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","ProxyByPass"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all sites that bypass the proxy server","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","ProxyByPass"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all network paths (UNCs)","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","UNCAsIntranet"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Sites: Include all network paths (UNCs)","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","UNCAsIntranet"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Site to Zone Assignment List","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","ListBox_Support_ZoneMapKey"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Site to Zone Assignment List","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","ListBox_Support_ZoneMapKey"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on automatic detection of intranet","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","AutoDetect"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on automatic detection of intranet","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap","AutoDetect"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on Notification bar notification for intranet content","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","WarnOnIntranet"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Turn on Notification bar notification for intranet content","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings","WarnOnIntranet"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow websites to open windows without status bar or Address bar","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2104"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow websites to open windows without status bar or Address bar","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2104"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow video and animation on a webpage that uses an older media player","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","120A"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow video and animation on a webpage that uses an older media player","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","120A"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow scriptlets","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1209"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow scriptlets","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1209"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn off first-run prompt","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1208"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn off first-run prompt","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1208"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Include local path when user is uploading files to a server","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","160A"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Include local path when user is uploading files to a server","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","160A"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn on SmartScreen Filter scan","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2301"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn on SmartScreen Filter scan","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2301"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow websites to prompt for information by using scripted windows","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2105"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow websites to prompt for information by using scripted windows","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2105"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow updates to status bar via script","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2103"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow updates to status bar via script","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2103"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn on Protected Mode","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2500"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn on Protected Mode","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2500"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Show security warning for potentially unsafe files","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1806"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Show security warning for potentially unsafe files","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1806"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XAML Browser Applications","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2400"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XAML Browser Applications","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2400"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow scripting of Internet Explorer WebBrowser controls","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1206"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow scripting of Internet Explorer WebBrowser controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1206"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn off .NET Framework Setup","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2600"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Turn off .NET Framework Setup","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2600"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XAML files","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2402"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XAML files","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2402"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XPS files","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2401"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow loading of XPS files","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2401"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Access data sources across domains","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1406"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Access data sources across domains","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1406"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow active scripting","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1400"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow active scripting","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1400"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow META REFRESH","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1608"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow META REFRESH","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1608"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow cut, copy or paste operations from the clipboard via script","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1407"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow cut, copy or paste operations from the clipboard via script","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1407"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow binary and script behaviors","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2000"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow binary and script behaviors","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","2000"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Use Pop-up Blocker","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1809"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Use Pop-up Blocker","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1809"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Display mixed content","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1609"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Display mixed content","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1609"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Download signed ActiveX controls","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1001"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Download signed ActiveX controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1001"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Download unsigned ActiveX controls","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1004"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Download unsigned ActiveX controls","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1004"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow drag and drop or copy and paste files","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1802"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow drag and drop or copy and paste files","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1802"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Render legacy filters","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","270B"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Render legacy filters","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","270B"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow file downloads","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1803"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow file downloads","HKCU\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1803"
"Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone\Allow font downloads","HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2","1604"
